smiles,model_name,mol_idx,descriptor:MW,descriptor:nHeavyAtom,descriptor:TopoPSA,descriptor:SLogP,descriptor:nRot,descriptor:nRing
N(C(=O)c1cc(Cl)c(c(Cl)c1)OC)Cc1c(C)n[nH]c1,MOSES sample,1413,314.172,20,67.01,2.96352,4,2
COc1ccc(SCC(=O)Nc2ncc(C)s2)cc1,MOSES sample,1414,294.401,19,51.22,3.19092,5,2
Cn1cc(-c2cncn2C(c2c(OC)cccc2)C)cn1,MOSES sample,1415,282.347,21,44.87,2.9015,4,3
c1(ccc(F)c(c1)C#N)S(N1c2ccccc2CC1)(=O)=O,MOSES sample,1416,302.33,21,61.17,2.44878,2,3
c1(ccc(N2CCN(C(=O)OC(C)(C)C)CC2)cn1)C#N,MOSES sample,1417,288.351,21,69.46,2.01038,1,2
C1(c2sccn2)CN(CCO1)Cc1cccc(c1Cl)Cl,MOSES sample,1418,329.252,20,25.36,4.0234,3,3
[nH]1cc(c(n1)-c1ccc(Cl)cc1)CNc1c[nH]nc1,MOSES sample,1419,273.727,19,69.39,3.0653,4,3
c1(Br)ccc(nc1)NC(c1nc(oc1C)CC)=O,MOSES sample,1420,310.151,18,68.02,2.95522,3,2
C(Nc1cc(c(OC)cc1OC)F)(=O)C(C(C)C)NC(C)=O,MOSES sample,1421,312.341,22,76.66,1.9421,6,1
CC(C(Nc1cc(NC(=O)c2ccnnc2)ccc1)=O)CC,MOSES sample,1422,298.346,22,83.98,2.7135,5,2
C1CN(Cc2ccncc2)CCN1C(=O)C(Oc1c(C)cccc1C)C,MOSES sample,1423,353.466,26,45.67,2.81014,5,3
CCS(=O)(N(C(c1cc(ccc1)NC(CC)=O)=O)C)=O,MOSES sample,1424,298.364,20,83.55,1.4568,5,1
Nc1cccc(NC(=O)CSc2ncccn2)c1,MOSES sample,1425,260.322,18,80.9,1.7896,4,2
COC(=O)c1ccccc1Cc1cc(C(F)(F)F)[nH]n1,MOSES sample,1426,284.237,20,54.98,2.8059,3,2
n1c2n(c(cc1C(N1CCCCC1)=O)Nc1ccccc1)ncc2C#N,MOSES sample,1427,346.394,26,86.32,2.97068,3,4
c1nn(C)c(C)c1-c1nn2c(nnc2s1)Cc1ccc(cc1)OC,MOSES sample,1428,340.412,24,70.13,2.49412,4,4
c1ccc(CN(CCN2CCOCC2)Cc2nccs2)cc1,MOSES sample,1429,317.458,22,28.6,2.4775,7,3
N#Cc1cc(F)c(N2CCN(C(=O)c3ccc(O)cc3)CC2)c(F)c1,MOSES sample,1430,343.333,25,67.57,2.50448,2,3
o1c(C(Sc2nc(-c3cccs3)n[nH]2)C)nc(C)n1,MOSES sample,1431,293.377,19,80.49,3.07792,4,3
c1c2c(ccc1C(N1CCC(NC(=O)c3occc3)CC1)=O)cccc2,MOSES sample,1432,348.402,26,62.55,3.4674,3,4
C(NCC(O)(C(=O)OC)CCC)(c1cc(cc(C)c1)C)=O,MOSES sample,1433,293.363,21,75.63,1.73744,6,1
COC(=O)C(C)n1cnc2c(cnn2-c2ccc(F)cc2)c1=O,MOSES sample,1434,316.292,23,79.01,1.4553,3,3
C(N)(=O)CN1CCN(C(C2(c3cccs3)CCCCC2)=O)CC1,MOSES sample,1435,335.473,23,66.64,1.5795,4,3
N(c1ccc(C)c2cn[nH]c12)C(c1sccc1)=O,MOSES sample,1436,257.318,18,57.78,3.18512,2,3
c1c(C)n[nH]c1C(=O)NCCc1c2cccnc2n(c1)CC(C)C,MOSES sample,1437,325.416,24,75.6,2.69632,6,3
O=S(=O)(c1c(n(nc1C)C(C(NCc1ccccc1)=O)C)C)N,MOSES sample,1438,336.417,23,107.08,1.02474,5,2
CC(C)CCn1c(S(C)(=O)=O)nc2cc(Cl)ccc21,MOSES sample,1439,300.811,19,51.96,3.1393,4,2
c12cc(C(N(CCO)C3CCCCC3)=O)oc2c2ccccc2o1,MOSES sample,1440,327.38,24,66.82,3.9462,4,4
N1C(COC(=O)C(C)C)=C(C(OC)=O)C(C=1C)C(=O)N(CC)CC,MOSES sample,1441,338.404,24,85.27,1.5718,7,1
CN(CCCCNC(=O)NC1CC1)c1ccccc1,MOSES sample,1442,261.369,19,44.37,2.3646,7,2
c1c(CC(=O)OC2CCN(CC2)C(=O)OCC)c(cc(F)c1)F,MOSES sample,1443,327.327,23,55.84,2.6714,4,2
Cc1cc(NC(=O)c2cnc(CCC)s2)no1,MOSES sample,1444,251.311,17,68.02,2.64432,4,2
COc1ccc(C(=O)NCCNC(=O)c2ccccc2N)cc1,MOSES sample,1445,313.357,23,93.45,1.4372,6,2
c1cc(COC(CNC)=O)cc(C(F)(F)F)c1OC,MOSES sample,1446,277.242,19,47.56,1.9766,5,1
C1CCCCN1C(C(Oc1ccc(C(=O)OC)cc1)C)=O,MOSES sample,1447,291.347,21,55.84,2.253,4,2
CN(C(c1c2ncccn2nc1)=O)CC(=O)NC1CC1,MOSES sample,1448,273.296,20,79.6,0.0799,4,3
C(=O)(Cc1ccc(cc1)OC)Nc1ccc2c(C(=O)NCCO2)c1,MOSES sample,1449,326.352,24,76.66,1.9986,4,3
O1c2c(OCC1)cc(cc2)CN(C(=O)c1c([nH]nc(c1C)C)=O)C,MOSES sample,1450,329.356,24,84.52,1.43014,3,3
c1c(cc(OC(F)F)cc1)CNC(c1c(non1)C)=O,MOSES sample,1451,283.234,20,77.25,1.90942,5,2
O(c1c(c(ccc1)C)F)C(=O)c1cn(c(cc1)=O)C,MOSES sample,1452,261.252,19,48.3,2.05202,2,2
c1c(OC)cc(c(c1)CN1c2c(cccc2CC1)N)OC,MOSES sample,1453,284.359,21,47.72,2.8487,4,3
O=C(Nc1ccccc1C(OC)=O)c1ccc(NC(=O)C)cc1,MOSES sample,1454,312.325,23,84.5,2.6839,4,2
Cc1noc(C(C)OC(=O)c2cc(Cl)ccc2Cl)n1,MOSES sample,1455,301.129,19,65.22,3.60282,3,2
COC(=O)CN(Cc1nc(-c2ccc(F)cc2)oc1)C,MOSES sample,1456,278.283,20,55.57,2.0855,5,2
C12CN(Cc3c(-c4ccco4)n[nH]c3)CC2CCC1O,MOSES sample,1457,273.336,20,65.29,1.8724,3,4
c1(ccc(cc1)S(NCCC(=O)NCc1ccccc1)(=O)=O)C,MOSES sample,1458,332.425,23,75.27,1.97982,7,2
c1c(c(OC)ccc1CN(C(c1c(F)ccc(c1)F)=O)C)OC,MOSES sample,1459,321.323,23,38.77,3.2542,5,2
COC(=O)C1CCN(C(=O)c2cc(Cl)cc(Cl)c2)CC1,MOSES sample,1460,316.184,20,46.61,3.0186,2,2
CC1CC(C)CN(C(=O)Nc2ccc(CN3CCOC3=O)cc2)C1,MOSES sample,1461,331.416,24,61.88,3.1486,3,3
CC(Oc1c(C)cccc1)C(=O)NCc1scc(C(C)(C)C)n1,MOSES sample,1462,332.469,23,51.22,3.83272,5,2
N(Cc1sc(C)cc1)(C)C(Cc1c(noc1CC)CC)=O,MOSES sample,1463,306.431,21,46.34,3.37042,6,2
c1c(c(C(N2CCN(c3ccc(F)cc3)CC2)=O)ccc1)O,MOSES sample,1464,300.333,22,43.78,2.4937,2,3
O=C(Nc1ccc(C)cn1)C1N(CCC1)C(c1cc(C)on1)=O,MOSES sample,1465,314.345,23,88.33,1.92974,3,3
n1c(C)c(c(n1Cc1c(Cl)ccc2cccnc12)C)N,MOSES sample,1466,286.766,20,56.73,3.33204,2,3
c1(C(=O)OC)sccc1NC(=O)Cc1c(Cl)cccc1F,MOSES sample,1467,327.764,21,55.4,3.5084,4,2
Cc1c2c(ncnc2N2CC(C(N(C)C)=O)CCC2)sc1C,MOSES sample,1468,318.446,22,49.33,2.61274,2,3
O=C1CC(NC(NCc2ncc(C)c(OC)c2C)=O)CN1C1CC1,MOSES sample,1469,332.404,24,83.56,1.26954,5,3
c1cc(C(=O)Nc2nn(cc2)C)c(c(Cl)c1Cl)F,MOSES sample,1470,288.109,18,46.92,3.1183,2,2
C1CN(S(=O)(c2ccccc2)=O)CCC1C(NC(CO)C)=O,MOSES sample,1471,326.418,22,86.71,0.5843,5,2
C#CC=CC(Nc1c(cccc1)Br)=O,MOSES sample,1472,250.095,14,29.1,2.577,2,1
c1c(S(=O)(N(C)C)=O)ccc2c1CC(=O)N2Cc1cc(F)ccc1,MOSES sample,1473,348.399,24,57.69,2.1653,4,3
c1c(CN(C(=O)CNC(=O)NCC2(C)CCC2)C)nccc1,MOSES sample,1474,304.394,22,74.33,1.5294,6,2
O(C)c1ccc(cc1C)S(=O)(=O)N(C1CCC(C)CC1)C,MOSES sample,1475,311.447,21,46.61,3.20282,4,2
C(S(=O)(=O)c1ccccc1)c1nnc(o1)-c1ccccc1C,MOSES sample,1476,314.366,22,73.06,3.01892,4,3
C(C)(Nc1c2c(nc(n1)CC)c(C)nn2C)c1ccncc1,MOSES sample,1477,296.378,22,68.52,2.80222,4,3
O=C(Cn1ccccc1=O)NCc1ccc(OCC(F)(F)F)cc1,MOSES sample,1478,340.301,24,60.33,2.1058,6,2
COc1nc(N(CCCC(N)=O)C(C)(C)C)ccc1N,MOSES sample,1479,280.372,20,94.47,1.5428,6,1
c1(C(NC)=O)ccc(NCc2oc(nn2)C(C)(C)C)cc1Cl,MOSES sample,1480,322.796,22,80.05,2.9922,4,2
c1c(-n2nnc(C(=O)N3CCC(CC3)C)c2C)cccc1Cl,MOSES sample,1481,318.808,22,51.02,3.10122,2,3
O=C(NCc1ccc(cc1)C(=O)OC(c1sccn1)C)C(C)C,MOSES sample,1482,332.425,23,68.29,3.3333,6,2
Cc1cc(C)ccc1CCNC(=O)c1cc(ccc1)OCC(N)=O,MOSES sample,1483,326.396,24,81.42,2.14004,7,2
C1CN(C(c2c(F)cccc2F)=O)CCN1c1ccc(F)cc1,MOSES sample,1484,320.314,23,23.55,3.0663,2,3
c1(ccc(c(OC)c1)OCC(=O)N1C(C)CCCC1)C(=O)OCC,MOSES sample,1485,335.4,24,65.07,2.6517,6,2
C(NCC1(CC1)c1c(cccc1)OC)(NCCC=CC)=O,MOSES sample,1486,288.391,21,50.36,2.9922,7,2
CC(C)Oc1cc(Cl)c(NCC2CCCO2)cc1OC,MOSES sample,1487,299.798,20,39.72,3.7267,6,2
O(c1c(N)cc(cc1)C(C(=O)OC)c1ccccc1)C,MOSES sample,1488,271.316,20,61.55,2.5823,4,2
c12nc(n3nnnc3c1cc(-c1ccc(cc1)Cl)s2)C,MOSES sample,1489,301.762,20,55.97,3.36282,1,4
c1(C2OCCN(Cc3ccc(OCCC#C)cc3)C2)ccccn1,MOSES sample,1490,322.408,24,34.59,3.0572,6,3
c1c(cccc1C)-c1ncc(C(=O)NC(C)C)c(N)n1,MOSES sample,1491,270.336,20,80.9,2.17242,3,2
n1(CC(=O)N2CCc3ccccc3C2)c2ccccc2nc1,MOSES sample,1492,291.354,22,38.13,2.6212,2,4
C(Nc1c(C)cc(cc1)F)(=O)Cn1c(=O)c2c(nc1)cccc2,MOSES sample,1493,311.316,23,63.99,2.48272,3,3
O=C(c1cccc(NC(CN(c2ccccc2)C)=O)c1C)NC,MOSES sample,1494,311.385,23,61.44,2.42952,5,2
CCc1nn(C)cc1CNC(=O)c1cc2c(s1)CCCC2,MOSES sample,1495,303.431,21,46.92,2.8528,4,3
c1(C#N)ccc(OC(C2CCN(CC2)C(N2CCCC2)=O)=O)cc1,MOSES sample,1496,327.384,24,73.64,2.39148,2,3
c1(C(=O)OCC(=O)N2C(C)(C)CCC2)c(CC)ccs1,MOSES sample,1497,295.404,20,46.61,2.8683,4,2
C(C(C)C)Sc1nnc(-c2ccc(cc2)OC)n1N,MOSES sample,1498,278.381,19,65.96,2.4156,5,2
n1cc(cn1C)CN(S(=O)(c1cn(cn1)C(C)C)=O)C,MOSES sample,1499,297.384,20,73.02,1.0182,5,2
c1cc(C(=O)c2cccc(c2)C(=O)N2CCOCC2)cc(c1F)F,MOSES sample,1500,331.318,24,46.61,2.6682,3,3
C(NCc1ccco1)(NC(C)c1ccc(-n2ncnc2)cc1)=O,MOSES sample,1501,311.345,23,84.98,2.4207,5,3
c1c(occ1)COCC(=O)Nc1cc(nn1Cc1ccccn1)C,MOSES sample,1502,326.356,24,82.18,2.38312,7,3
CC(=O)Nc1ccc2c(c1)nc1n2CCN(Cc2ccncc2)C1,MOSES sample,1503,321.384,24,63.05,2.4055,3,4
NC(=O)c1cccc(NC(=O)c2cccc(F)c2N)c1,MOSES sample,1504,273.267,20,98.21,1.7591,3,2
C(COC)NC(=O)c1nc(-c2cc3ccccc3s2)no1,MOSES sample,1505,303.343,21,77.25,2.3275,5,3
C(C(=O)OC)c1nn(CC(NC(C)CC)=O)nn1,MOSES sample,1506,255.278,18,99,-0.6967,6,1
Cc1cc(C(=O)NCC(=O)N2CCN(c3cnccn3)CC2)c(C)o1,MOSES sample,1507,343.387,25,91.57,0.76504,4,3
C(N(C(=O)c1nn(c(NC(C2CC2)=O)c1)-c1ccccc1)C)C,MOSES sample,1508,312.373,23,67.23,2.3127,5,3
c1(OCC(F)F)cccc(n1)C(=O)N(c1cc(ccc1)C)C,MOSES sample,1509,306.312,22,42.43,3.31052,5,2
N#Cc1ccc(OCCNC(=O)c2cnc(C3CCCO3)s2)cc1,MOSES sample,1510,343.408,24,84.24,2.67508,6,3
c1(cccc(c1)OCC(=O)NC1CCOCC1)Cl,MOSES sample,1511,269.728,18,47.56,2.014,4,2
Cc1ccc(C(=O)Nc2cc(NC(=O)c3ccco3)ccc2C)cn1,MOSES sample,1512,335.363,25,84.23,3.79604,4,3
c1cc(n(cc1NCc1cc(C(F)(F)F)c(F)cc1)C)=O,MOSES sample,1513,300.255,21,34.03,3.1553,3,2
C12(C#N)C(Sc3ncccn3)C3C(CC4(OC(=O)C1)C2(C)C=CC4)C3,MOSES sample,1514,353.447,25,75.87,3.13898,2,5
C(C1CCCCN1c1cnc2c(n1)cccc2)NS(CC)(=O)=O,MOSES sample,1515,334.445,23,75.19,1.928,5,3
C(C)(C)(c1nnc(NC(N2CC(OCC2)C(=O)N)=O)s1)C,MOSES sample,1516,313.383,21,110.44,0.5536,2,2
CCN(CC)C(=O)c1cccc(NCC(=O)NC(C)C)c1,MOSES sample,1517,291.395,21,61.44,2.1051,7,1
CNc1ncccc1S(=O)(=O)NC(C)(C)CC(C)(C)C,MOSES sample,1518,299.44,20,71.09,2.6164,5,1
c1c(cccc1)-c1ncc(c(o1)=O)C(=O)Nc1nnc(C)s1,MOSES sample,1519,314.326,22,97.98,2.11402,3,3
n1(ncc(NCc2cn(C(C)(C)C)nc2)c1C)-c1c(cccc1)F,MOSES sample,1520,327.407,24,47.67,3.88342,4,3
CC(C)C(c1ccco1)NC(=O)C(NC(c1ccccc1)=O)C(C)C,MOSES sample,1521,342.439,25,71.34,3.5475,7,2
CC(C)Oc1cccc(-c2ncc(C(N)=O)c(N)n2)c1,MOSES sample,1522,272.308,20,104.12,1.6119,4,2
COCCNc1nc(-c2cc(-c3cccnc3)oc2C2CC2)cs1,MOSES sample,1523,341.436,24,60.18,4.4008,7,4
O=C(NCCc1cccs1)N1CCN(C(=O)c2ccoc2)CC1,MOSES sample,1524,333.413,23,65.79,2.0512,4,3
CCCNC(=O)Nc1ccc(C(=O)N2CCCCC2C)cc1C,MOSES sample,1525,317.433,23,61.44,3.54112,4,2
C(=O)(COc1cccc(c1)Br)N(CC1CC1)CC1CC1,MOSES sample,1526,338.245,20,29.54,3.4765,7,3
C=CCOc1ccc(C(=O)Nc2nccs2)cc1Br,MOSES sample,1527,339.214,19,51.22,3.7227,5,2
O=C(CCC1NCCc2c(Cl)cc(O)cc21)c1ccccc1,MOSES sample,1528,315.8,22,49.33,3.8955,4,3
n12c(n(nc1cccc2)CCCNC(c1ccco1)=O)=O,MOSES sample,1529,286.291,21,81.54,0.9091,5,3
n1(CC(Nc2c(c(ccc2)Cl)OC)=O)cnc2c(ccs2)c1=O,MOSES sample,1530,349.799,23,73.22,2.7587,4,3
CCOC(=O)NCCC(=O)Nc1cnn(C(C)(C)C)c1,MOSES sample,1531,282.344,20,85.25,1.7128,5,1
N(Cc1cccs1)C(CCCN1c2c(cccn2)OCC1=O)=O,MOSES sample,1532,331.397,23,71.53,1.9651,6,3
CC(C(=O)NCC(c1ccc(OC)cc1)(C)C)OCC,MOSES sample,1533,279.38,20,47.56,2.514,7,1
Cc1ccc(C(C)NC(=O)c2ccccc2N)s1,MOSES sample,1534,260.362,18,55.12,3.12972,3,2
c1c2cnn(c2ccc1)CC(Nc1ccc(F)c(c1F)F)=O,MOSES sample,1535,305.259,22,46.92,3.0923,3,3
c1cc(C(C)NC(=O)NCC(N2CCCC2)=O)cc2c1cccc2,MOSES sample,1536,325.412,24,61.44,2.8224,4,3
O=c1ccc(C2NCCc3c2c2c(cc3)OCO2)c[nH]1,MOSES sample,1537,270.288,20,63.35,1.3387,1,4
C(Oc1cc(CC#N)ccc1OC)c1c(C)n(CC)nc1C,MOSES sample,1538,299.374,22,60.07,3.17352,6,2
c1(cccc(NC(c2n[nH]cc2)=O)c1)CS(=O)(c1ccccc1)=O,MOSES sample,1539,341.392,24,91.92,2.6359,5,3
n1c(cccc1)CCC(=O)Nc1cnc(SC(C)(C)C)cc1,MOSES sample,1540,315.442,22,54.88,3.9385,5,2
FC(F)(F)c1c(C(=O)NCCC2=CCCCC2)cn(C)n1,MOSES sample,1541,301.312,21,46.92,3.0592,4,2
c1(ccc(cc1)S(C)(=O)=O)C(C)NS(=O)(CCCC)=O,MOSES sample,1542,319.448,20,80.31,1.8706,7,1
c1c(nc(NCc2cccc(c2)Cl)s1)C(OC)=O,MOSES sample,1543,282.752,18,51.22,3.1952,4,2
O=C1NCCN1CCNc1cc(Cl)ccc1Cl,MOSES sample,1544,274.151,17,44.37,2.4305,4,2
CC(=O)c1cnc(NCCc2ccccc2)nc1-c1ccccc1,MOSES sample,1545,317.392,24,54.88,4.0008,6,3
Cc1ccc(-c2cc(-c3cnccn3)c(C#N)c(N)n2)cc1C,MOSES sample,1546,301.353,23,88.48,3.27632,2,3
CCN(CC)C(=O)c1cccc(NC(=O)NCc2ccnn2C)c1,MOSES sample,1547,329.404,24,79.26,2.2238,6,2
c1c(c(NCc2oc(-c3ccc(cc3)F)nn2)c(cc1)C)C(C)C,MOSES sample,1548,325.387,24,50.95,4.91962,5,3
CSc1nnc(N)n1CC(=O)Nc1nc2ccccc2s1,MOSES sample,1549,320.403,21,98.72,1.8306,4,3
c1(O)ccc(cc1)-n1c(SCc2ccc(F)cc2)nnn1,MOSES sample,1550,302.334,21,63.83,2.7993,4,3
Cc1cccc(NC(=O)C2CC2C)c1C(=O)N1CCCC1,MOSES sample,1551,286.375,21,49.41,2.82552,3,3
c1cc(cc(O)c1)CN(C)C(=O)Nc1ccc(Cn2cccn2)cc1,MOSES sample,1552,336.395,25,70.39,3.3009,5,3
c12c(c(nc(=O)[nH]1)SCCCCCC)scc2,MOSES sample,1553,268.407,17,45.75,3.657,6,2
COc1ccc(OCC(=O)NCCc2ccc(F)cc2F)cc1,MOSES sample,1554,321.323,23,47.56,2.7111,7,2
C1N(C(=O)CNc2c(cc(cc2)F)C)CCOC1,MOSES sample,1555,252.289,18,41.57,1.40482,3,2
c1(cc(C(OCc2ccc(cc2)C(OC)=O)=O)ccn1)F,MOSES sample,1556,289.262,21,65.49,2.3643,4,2
N1(c2ccc(cn2)Cl)CCN(CC1)C(=O)CCC1CCCC1,MOSES sample,1557,321.852,22,36.44,3.354,4,3
c1cc(c(C)c(c1C)NC(=O)Cn1nc(nn1)-c1occc1)Cl,MOSES sample,1558,331.763,23,85.84,2.84204,4,3
O=C1NCC(C(=O)Nc2ccc(-c3nc(C4CC4)n[nH]3)cc2)N1,MOSES sample,1559,312.333,23,111.8,0.969,4,4
C(OCc1noc(c1)-c1c(F)cccc1)(c1c2c(nccc2)[nH]c1)=O,MOSES sample,1560,337.31,25,81.01,3.714,4,4
C(N(C1CC1)C(=O)c1cc2cnn(c2nc1)C(C)C)(c1ccco1)C,MOSES sample,1561,338.411,25,64.16,3.971,5,4
c1ccc(CCC(O)(C)C)cc1C(=O)N(CCC(F)(F)F)C,MOSES sample,1562,317.351,22,40.54,3.4145,6,1
c1c(N2C(N(CC(=O)NC3CCOCC3)CC2)=O)ccc(c1)F,MOSES sample,1563,321.352,23,61.88,1.3629,4,3
c1c(Cl)c(ccc1NCc1cncnc1)Cl,MOSES sample,1564,254.12,16,37.81,3.3955,3,2
C(c1ccn(C)n1)(=O)Nc1c(=O)c(c[nH]c1)Br,MOSES sample,1565,297.112,17,79.78,1.1232,2,2
c1([nH]c(SCC(N2CCN(c3nccc(OC)n3)CC2)=O)nn1)N,MOSES sample,1566,350.408,24,126.15,-0.3736,5,3
o1c(cc(C)n1)NC(c1ccc(cc1)NC(c1sc(cc1)C)=O)=O,MOSES sample,1567,341.392,24,84.23,3.85754,4,3
N(S(=O)(c1ccc(c(c1C)C)OC)=O)CCn1ccc(n1)C,MOSES sample,1568,323.418,22,73.22,1.79546,6,2
Cc1sc2nc(COC(=O)c3ccccn3)nc(N)c2c1C,MOSES sample,1569,314.37,22,90.99,2.64234,3,3
C(C#N)CSc1ccccc1NC(Cc1ccc(F)c(c1)F)=O,MOSES sample,1570,332.375,23,52.89,4.15178,6,2
C(=O)(Nc1cc(ns1)C)c1csc2ccccc21,MOSES sample,1571,274.37,18,41.99,3.91852,2,3
COc1ccccc1C(Nc1ccn(Cc2cccnc2)n1)C(C)C,MOSES sample,1572,336.439,25,51.97,4.1442,7,3
CNS(=O)(=O)c1cccc(C(=O)N(C(C)C)C2CCC2)c1,MOSES sample,1573,310.419,21,66.48,1.9978,5,2
C1(=O)NC2(Nc3ccccc31)CCN(C(=O)c1ccccc1OC)CC2,MOSES sample,1574,351.406,26,70.67,2.483,2,4
CC(C)CN1C(=O)CCc2cc(NS(=O)(=O)C(C)C)ccc21,MOSES sample,1575,324.446,22,66.48,2.7719,5,2
Nc1ccc2oc(=O)n(CCCCOc3ccc(F)cc3)c2c1,MOSES sample,1576,316.332,23,70.39,3.175,6,3
c1(N(C)C(CC)=O)ccc(cc1)NCc1cn(-c2ccccc2)nc1,MOSES sample,1577,334.423,25,50.16,3.8572,6,3
O=S(C)(N1CC2(CC1)C(N(CCC2)CCn1cccn1)=O)=O,MOSES sample,1578,326.422,22,75.51,0.1572,4,3
CCc1cc(=O)[nH]c(CSc2ncc(C#N)c(N)n2)n1,MOSES sample,1579,288.336,20,121.34,0.86848,4,2
CNC(=O)C(C)NC(=O)C(C)NC(=O)OC(C)(C)C,MOSES sample,1580,273.333,19,96.53,0.1503,4,0
c1nc(NCc2nn(C)cn2)c(c(-n2cncn2)n1)N,MOSES sample,1581,272.276,20,125.25,-0.6199,4,3
c1ccc(cc1)OCC(=O)Nc1ccc(C(F)(F)F)cc1N,MOSES sample,1582,310.275,22,64.35,3.3051,4,2
Cc1cccc(C(=O)Nc2ccc(OCc3cccnc3)c(Cl)c2)n1,MOSES sample,1583,353.809,25,64.11,4.26972,5,3
c12C(N(C(CN=C2C)=O)CCC)c2c(c3c(o2)cccc3)CC1,MOSES sample,1584,310.397,23,45.81,3.7494,2,4
C(N1CCC2(COCCN(C2)c2cccnc2)CC1)(c1oncc1)=O,MOSES sample,1585,342.399,25,71.7,1.8288,2,4
Cn1ncc2c(N3C(CCC3)c3ccccn3)nc(C3CCCC3)nc12,MOSES sample,1586,348.454,26,59.73,3.7574,3,5
C(NC(NC(c1nncn1C)C)=O)c1ccc(C#N)cc1,MOSES sample,1587,284.323,21,95.63,1.24718,4,2
s1c(nnc1NC(Nc1cc(C#N)c(cc1)F)=O)CCC,MOSES sample,1588,305.338,21,90.7,3.14538,4,2
c1sc(c(NC(=O)c2c(OC)cccc2)c1)C(OC)=O,MOSES sample,1589,291.328,20,64.63,2.7956,4,2
N1(c2ncc(cn2)CC)CCC(CC1)Oc1c(OC)cccc1,MOSES sample,1590,313.401,23,47.48,3.0954,5,3
CSc1ncc(C(=O)NC2CCCC2)n1-c1ccc(F)cc1,MOSES sample,1591,319.405,22,46.92,3.4057,4,3
C1n2c(nc3c2ccc(c3)C(NCc2cccc(OC)c2)=O)CCCC1,MOSES sample,1592,349.434,26,56.15,3.7013,4,4
CC(CCO)CNC(=O)C(N)c1ccc(O)cc1F,MOSES sample,1593,270.304,19,95.58,0.6658,6,1
c12nc[nH]c1ccc(C(=O)NCC(C)N1CCOCC1)c2,MOSES sample,1594,288.351,21,70.25,1.0134,4,3
O=C1CN(C(=O)CNC(=O)C2CCCCC2)c2ccccc2N1,MOSES sample,1595,315.373,23,78.51,1.6682,3,3
S(Cc1ncc(CC)cc1)c1nnc(-c2ccccn2)n1N,MOSES sample,1596,312.402,22,82.51,2.3036,5,3
CCSc1nc(C)cc(C(=O)Nc2ccc(F)cc2F)n1,MOSES sample,1597,309.341,21,54.88,3.42752,4,2
COc1c(C)c(C)c(C)cc1-c1cnn(C)c(=O)c1C#N,MOSES sample,1598,283.331,21,67.91,2.25284,2,2
O=c1nc(NCc2ccccn2)ccn1C1OC(CO)C(O)C1O,MOSES sample,1599,334.332,24,129.73,-1.1381,5,3
O=C(NCC12CC3CC(CC(C3)C1)C2)c1c[nH]c2ncccc12,MOSES sample,1600,309.413,23,57.78,3.5091,3,6
CCc1ccccc1NC(=O)CCNC(=O)C1C(C1)C,MOSES sample,1601,274.364,20,58.2,2.3498,6,2
[nH]1ncc2cc(ccc21)NS(=O)(c1ccc(NC(C)=O)cc1)=O,MOSES sample,1602,330.369,23,103.95,2.3221,4,3
c1cccc(CCCc2nc(NC(=O)c3cn(C)nc3C)[nH]n2)c1,MOSES sample,1603,324.388,24,88.49,2.27422,6,3
CC(=O)Nc1cc(NC(=O)NC(C)CCCO)ccc1F,MOSES sample,1604,297.33,21,90.46,2.0666,6,1
c12OCCOc1c(OC)cc(c2)C(NC1CCCCCC1)=O,MOSES sample,1605,305.374,22,56.79,2.919,3,3
C1CN(CCC1C)C(c1c(ccc(N)c1)Cl)=O,MOSES sample,1606,252.745,17,46.33,2.7943,1,2
c1(C(=O)Nc2ccc(S(=O)(=O)NCCC)cc2)cccs1,MOSES sample,1607,324.427,21,75.27,2.6887,6,2
Fc1c(F)c(c(cc1F)NC(c1cnn2c1nccc2)=O)F,MOSES sample,1608,310.21,22,59.29,2.538,2,3
c1(OC)ccc(NC(=O)N(Cc2ccccc2)CCO)cn1,MOSES sample,1609,301.346,22,74.69,2.1166,6,2
COc1cccc(C(N(CC)C2CCCC2)=O)c1F,MOSES sample,1610,265.328,19,29.54,3.239,4,2
CCOC(=O)C(N)Cc1ccc(N(C)C)c(F)c1,MOSES sample,1611,254.305,18,55.56,1.3246,5,1
N(c1scc(n1)-c1n(c(nn1)SCC(N)=O)C1CC1)(C)C,MOSES sample,1612,324.435,21,89.93,1.3799,6,3
n1nc(n2nc(-c3cc(nc(n3)C(C)C)N(C)C)sc12)C(F)F,MOSES sample,1613,339.375,23,72.1,2.7698,4,3
c1(CNC(=O)c2c(F)cccc2)cc2OCOc2cc1,MOSES sample,1614,273.263,20,47.56,2.4844,3,3
CC(NC(=O)C(C)OC(=O)c1ccc(O)cc1O)c1ccccc1,MOSES sample,1615,329.352,24,95.86,2.5205,5,2
n1c(C)c(c2nc(cc(C)n12)C)C(=O)OC(C(NCC=C)=O)C,MOSES sample,1616,316.361,23,85.59,1.50206,5,2
c1c(Cl)ccc(n1)N(C(=O)c1c(ncs1)C1CC1)C,MOSES sample,1617,293.779,19,46.09,3.3455,3,3
COC(=O)c1[nH]c(C)c(CCOC(=O)c2cc(Cl)c[nH]2)c1C,MOSES sample,1618,324.764,22,84.18,2.79914,5,2
C(C)(n1c(scc1C)=O)C(=O)NCc1c(cccc1)Cl,MOSES sample,1619,310.806,20,51.1,2.74902,4,2
